ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Bi̻n EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Payable Outstanding,Cash Cycle,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
HCM,2024,3,2.0823501247,21275146418700,719971114.0,18.2817718977,5.3776797887,-1.1799067218,308.89283067264836,14190.6971596474,32.5737771816,0.33072470621326683,0.19547288092669649,0.1054593798,0.0382869956,0.0401610666,0.24161642071576864,1264249412248.0,274892463725.0,0.0236886633,1.4361306109,0.4829560718,1.4361306109,3.2530285827337493,0.1601840594,77.3590425859,0.0,1.156440794,0.0,2.202252064,2.2530285827,0.004452099112521866,1.426890961038929
HCM,2024,2,2.0620441821,22319104534000,719971114.0,17.9153208986,6.1280255473,-1.4036460843,435.23503939492775,15033.625500917,28.680333213,0.4640736501874444,0.2864582237771695,0.1102149862,0.0454428798,0.0475522657,0.35539122002057066,1255652467884.0,388762462001.0,0.0225806452,1.6132474111,0.496722606,1.6132474111,2.6028592348434105,0.1760790602,68.7575818744,0.0,1.2456486122,0.0,1.5264540345,1.6028592348,0.0046664766843721095,1.512996824710581
HCM,2024,1,1.8870795424,19570396969200,703971114.0,19.2886383755,6.2410458117,-2.9770169201,393.27585469082186,14731.758452758,24.3457081261,0.5204642825476489,0.32077612914860154,0.1004424323,0.0565128323,0.0477730493,0.3992138982833452,1062660289419.0,344552759713.0,0.0251798561,1.710699144,0.4767313444,1.710699144,2.376180492162796,0.1810420118,56.5566874201,0.0,1.5062136902,0.0,1.1249441558,1.3761804922,0.006413924671422559,1.2186151445046163
HCM,2023,4,2.0574004117,20767147863000,703971114.0,23.1717377041,7.1532814928,-3.4317900269,254.6762185770594,14338.4825980672,30.1174870124,0.38645028138488696,0.208109135234974,0.0832340529,0.0480747399,0.0404320609,0.26095798193247405,870985916733.0,224813647849.0,0.0237288136,1.8469602722,0.5257772135,1.8469602722,2.154775195693303,0.1740629527,51.2868227262,0.0,1.4231110563,0.0,1.102041595,1.1547751957,0.006609337772112513,1.1793344532891383
HCM,2023,3,1.7775905274,18520467315700,754397854.0,21.053920205,6.3245416945,-23.3002651959,283.8110898019601,13810.829671753,29.818221095,0.4300869980529,0.259943767786226,0.0776502865,0.0480506721,0.0409850646,0.323156178428212,804381536090.0,266172301424.0,0.0285132383,1.9321607816,0.5488593849,1.9321607816,2.048839651707804,0.1934520807,50.8571543482,0.0,1.3061984545,0.0,0.9813329631,1.0488396517,0.006405455451457878,1.153897199050086
HCM,2023,2,1.8187565151,14402176393500,457211949.0,25.2068096761,5.0292855775,6.0799590761,343.8488261578658,17319.5255866815,23.3094443551,0.4780773918338291,0.2675855678522064,0.0718248871,0.051490389,0.0353936886,0.3333982032389278,742198114669.0,195878011625.0,0.0222222222,2.2120709634,0.7686012082,2.2120709634,1.8058588017517663,0.1773845681,51.3627157177,0.0,1.2778434209,0.0,0.7500088126,0.8058588018,0.0075337457453240764,1.1235193650665183
HCM,2023,1,1.6998023958,13624916080200,457211949.0,19.6476463629,3.9333667338,1.5273911644,270.6751120999246,17531.4495811066,16.0214437038,0.3796980040169984,0.19628655650167387,0.0874178177,0.0640040119,0.0399393825,0.24285187068519942,893195928420.0,153114667036.0,0.0234899329,2.2779177602,1.0469646536,2.2779177602,1.7640058877496028,0.1994921735,65.6876900169,0.0,0.7306600326,0.0,0.687858819,0.7640058877,0.007521888643182422,1.1372668958789114
HCM,2022,4,1.462854407,11544601712250,457211949.0,13.5429201892,2.9590580733,1.7150355654,274.11917959082035,17260.7744690067,14.6366299477,0.27864154803652263,0.1413482661704968,0.1120435171,0.0717778207,0.0428213095,0.17944850935018436,1090392507160.0,159113256636.0,0.0475247525,2.0201481261,0.9351464082,2.0201481261,1.9573344170417202,0.1959734324,79.3940050032,0.0,0.6335440646,0.0,0.8791440751,0.957334417,0.007384276943075938,1.1197081741596702
HCM,2022,3,1.3067107244,10447293034650,457211949.0,10.927734952,2.5252531433,3.4689680298,361.0812770184184,17486.6552894159,12.2998109405,0.38999831904878673,0.21751714471387343,0.1236445987,0.0622416488,0.0436981153,0.27067561801109963,1208340763889.0,205436773195.0,0.0525164114,1.6156332657,0.7000001909,1.6156332657,2.5876687262450186,0.1901437231,90.0855099693,0.0,0.3332886593,0.0,1.3794604173,1.5876687262,0.005602127783251418,1.1343610856760216
HCM,2022,2,1.1444871854,8961354200400,457211949.0,7.3812086824,2.0041897147,25.1310846679,610.9208943312196,17125.5740123975,9.8118958299,0.3587862744277418,0.235159788536302,0.158372292,0.0758792688,0.0518228498,0.2931977234088829,1399392424360.0,348257183693.0,0.0612244898,1.6737667093,0.6547471752,1.6737667093,2.4495235620156226,0.2098611184,102.0039969519,0.0,0.2159747718,0.0,1.3156891932,1.449523562,0.006076100236029173,1.1109377069545452
HCM,2022,1,1.3912144581,10584456619350,457211949.0,7.8840409168,2.4247570592,-1.682691132,618.4140746942727,16640.1375900392,14.5279809512,0.4176003716302503,0.26474414273714764,0.1782603411,0.0623402593,0.0543236139,0.3292607840226495,1402935938797.0,351649970032.0,0.0,1.4889173417,0.4592630035,1.4889173417,2.996025698989413,0.2140167919,106.9309949024,0.0,0.2567214747,0.0,1.9083273087,1.996025699,0.006746400010602362,1.0794473974597225
HCM,2021,4,1.9036836805,13944964444500,457211949.0,9.0219473582,3.1265945396,-3.3704059316,489.0984647013239,16021.5692936538,16.0438301554,0.32394662045896644,0.19924211544796577,0.1949856623,0.0638440267,0.0622423646,0.2483547956068454,1452099701976.0,278743839417.0,0.0393442623,1.4190872657,0.5615031483,1.4190872657,3.326725151687382,0.2420164537,102.668492627,0.0,0.444083292,0.0,2.0531536984,2.3267251517,0.005461260383042594,1.039320809919722
HCM,2021,3,2.3256904612,16871120918100,457211949.0,12.067970863,4.030347994,-2.3127553594,696.5077120348839,15866.2558991672,19.4826977138,0.45377546700307514,0.291312650332876,0.2217762132,0.0733098481,0.0685755836,0.3633346112148842,1345983900487.0,397183252327.0,0.0325203252,1.3597356776,0.3438791076,1.3597356776,3.6849738676266934,0.2706202533,105.3942461937,0.0,0.4250027552,0.0,2.5150840103,2.6849738676,0.007109965260976168,0.7269830436019313
HCM,2021,2,2.4985412002,17341628907200,457562768.0,13.1108517149,4.808011018,-2.1505700929,618.8962966300614,15168.8513268151,21.4930149067,0.3808915905019743,0.2618095442358237,0.1915865083,0.0797278718,0.0674297894,0.3252564845672835,1125120686698.0,351810706182.0,0.0316622691,1.4308546882,0.3844621484,1.4308546882,3.234072180503544,0.2750155294,92.1655172223,0.0,0.4845983738,0.0,1.866307503,2.2340721805,0.007392972975245907,0.6818005183374326
HCM,2021,1,2.8664724007,13650622563750,305041845.0,18.1746324129,4.6054549135,-2.5170908053,1054.954174185512,15611.5230652011,20.6265365228,0.3895863926947965,0.27671465641341003,0.1672069077,0.0706997425,0.0688274964,0.34407488890654636,959285297617.0,400141715497.0,0.0268156425,1.4491029347,0.4018583324,1.4491029347,3.1418107810356926,0.2715448402,75.4490325477,0.0,0.5158473487,0.0,1.7739463111,2.141810781,0.008407004109100676,0.6756654201663942
HCM,2020,4,2.1983242489,9761339040000,305041845.0,18.4526367314,4.3424142996,-2.1138546942,450.11529477537744,14556.5423372816,18.9292908645,0.2935436896081641,0.16186365854836332,0.121322395,0.0590309413,0.053104896,0.20186269601507867,686541192178.0,171233962326.0,0.0,1.5292176485,0.406050372,1.5292176485,2.812574416032403,0.2250437019,50.6467149105,0.0,0.8176269685,0.0,1.5126204481,1.812574416,0.010557412893870433,0.6300059419835089
HCM,2020,3,2.1086607909,9395288826000,305041845.0,18.0690733149,5.1960633763,-5.9479163892,465.66424889018094,14606.4270425063,18.9277277632,0.42637275352250154,0.2763777597811126,0.1191210464,0.076241846,0.0694808263,0.34043193427059504,667258524702.0,174968357786.0,0.038961039,1.8521146059,0.4393241416,1.8521146059,2.125018888247191,0.2413836132,48.6483719451,0.0,0.4070186617,0.0,0.882212672,1.1250188882,0.007652474350091443,0.6321649478777257
HCM,2020,2,1.6262080867,7015962435000,305041845.0,14.3042527084,4.1686971226,4.565737404,492.1352322662486,14143.3314641537,12.4307469082,0.534286646165594,0.34209338072951134,0.1132075336,0.0968148344,0.072420151,0.4274977012697027,632550039825.0,187600067118.0,0.052173913,2.7022363583,0.7185750724,2.7022363583,1.5628554090590923,0.2482040435,42.8525382206,0.0,0.5435673578,0.0,0.4488263318,0.5628554091,0.008374332500871854,0.6121222097529471
HCM,2020,1,1.2992832714,5720583993750,305097813.0,12.7022299288,3.3382945292,6.1512484013,330.97180317054585,14431.0331796806,10.3881251921,0.3855603366758976,0.22598231861040002,0.1046842289,0.095164491,0.0655066735,0.2792955000079566,581463593257.0,124801432058.0,0.064,3.2668591046,1.1084565065,3.2668591046,1.4226354487100532,0.2485814289,42.1472715162,0.0,0.6139480464,0.0,0.3197257602,0.4226354487,0.008302834476778133,0.62468851069409
HCM,2019,4,1.1666610157,5021475889850,305256893.0,11.6323886025,3.2186244293,-5.9626287206,417.0878205459557,14100.0682960466,11.0609586,0.509561771467784,0.3116600146590866,0.1174701318,0.0790088512,0.0678800256,0.3721241413163147,553908810215.0,152019656333.0,0.0,2.2909978377,0.6886957388,2.2909978377,1.739876802711007,0.2448227552,34.9367116902,0.0,0.9757435348,0.0,0.5561449082,0.7398768027,0.009732350771590424,0.6106799965269297
HCM,2019,3,1.3583740197,5881186330250,305516173.0,13.2965095991,3.7851278027,-9.4808900483,368.6998409704484,14171.3546648511,14.2749029072,0.4819811651195457,0.28971002305220994,0.1026085239,0.0811060278,0.0608816611,0.3619651366146552,489423494070.0,140737676729.0,0.0779220779,2.7992454109,0.4587586163,2.7992454109,1.530868336279623,0.2506760695,35.4189104111,0.0,1.2315716595,0.0,0.3263828451,0.5308683363,0.009821431753959716,0.6142887632875734
HCM,2019,2,1.6296099166,6874113892500,305516173.0,13.4967673993,4.3412322719,-2.0503401899,362.1292026167138,13806.9852001976,17.41214182,0.37531735267525607,0.23567383670074407,0.1178560964,0.0735436697,0.0665742319,0.2884310878916225,512576037241.0,135403050781.0,0.0666666667,2.3517089371,0.485722932,2.3517089371,1.705462524366434,0.2660622362,34.4934657058,0.0,1.2897932485,0.0,0.5787041794,0.7054625244,0.009876981327834256,0.5984943616149573
HCM,2019,1,2.2655462792,7028562479000,305589673.0,12.9345451323,3.8944771964,7.1355253633,268.2220667024962,10152.076879365,15.9395575628,0.49167101548991893,0.27941328366167956,0.1423275914,0.1060239531,0.0816011189,0.34440308049060986,559782985714.0,101030652158.0,0.0652173913,2.116393618,0.2403350575,2.116393618,1.8420561633822843,0.3402598128,37.6281992977,0.0,1.1698973223,0.0,0.6359216731,0.8420561634,0.014138814911691945,0.44017013243704983
HCM,2018,4,2.4001419749,7345721309400,302293058.0,4.6679228087,3.126083116,1.6831491409,238.56279666203912,10124.4010786943,9.3316515217,0.35417878730596175,0.17932615386678397,0.2308664027,0.1819789955,0.1131753529,0.22030235436249113,860053901156.0,88594425407.0,0.0,2.3067882708,0.4413816087,2.3067882708,1.7174459140821057,0.3937070486,55.0119718812,0.0,0.933182166,0.0,0.5077974056,0.7174459141,0.015494805491306291,0.4342346887844338
HCM,2018,3,1.9140813379,5868803810400,129554168.0,7.4350853942,2.2419881802,21.1489277008,1014.9653490654194,23666.7058520958,6.5192096739,0.49962335838043004,0.3141995336328806,0.2670327794,0.2336980769,0.1364486945,0.3936117901448286,1004539832904.0,164727143663.0,0.0,2.1153910709,0.3288894015,2.1153910709,1.8396368258154325,0.4523794285,57.8284124402,0.0,0.8205845999,0.0,0.3754379982,0.8396368258,0.016526752742288552,0.43502698902619547
HCM,2018,2,2.6927020558,7902804248000,129554168.0,9.9528881111,3.1121234242,7.1423820546,1136.5186775773975,22653.8245733784,7.5352930983,0.3283753724015807,0.21316054367377257,0.0,0.0,0.0,0.26600658919333914,0.0,183744158990.0,0.0,0.0,0.0,0.0,1.5689005257838133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016999458699790693,0.4164088215602579
HCM,2018,1,2.2873706136,6931147988000,129554168.0,8.846959457,3.2114208261,-5.1580028797,2505.751524775336,23389.3010964562,8.7494000841,0.5282123656333584,0.38719546226075346,0.2871888153,0.2000048617,0.1390420665,0.4803193171039715,990560683111.0,402707007725.0,0.0,1.8940602343,0.1444788635,1.8940602343,2.0495377831140305,0.382869535,71.7072769117,0.0,1.0836771203,0.0,0.6115709973,1.0495377831,0.014001576039868503,0.4306002022342052
HCM,2017,4,3.4587407421,9640035379200,129570368.0,17.4239565501,6.2696251337,-5.0256552077,1436.9912891348738,21510.7189427698,16.1324254387,0.41750536050710174,0.2778931151024907,0.2137953931,0.1308800461,0.1076113174,0.34982534499036355,699418734771.0,234386887385.0,0.0,1.6791906811,0.2727802766,1.6791906811,2.3934741417938437,0.2986337303,65.257725995,0.0,1.5770926657,0.0,0.8884314678,1.3934741418,0.013616863481775331,0.3960152502531698
HCM,2017,3,3.128777911,8162933184000,129570368.0,18.2904349734,7.4589492411,-16.1110912877,1051.0462709961587,20135.6573690674,17.6945216136,0.572286326436634,0.400325795917663,0.1775158969,0.1277645174,0.1034267379,0.49522368442586506,554195168880.0,168467200533.0,0.019047619,2.1163033465,0.3397055154,2.1163033465,1.8344282365788107,0.2551396615,76.6400526488,0.0,2.4266215806,0.0,0.6398239414,0.8344282366,0.01206510528985508,0.3707001803723325
HCM,2017,2,2.1888004187,5416250382400,129575368.0,13.7553975998,5.5676450881,-16.5529247701,1055.6795591350356,19097.218568693,14.1451232289,0.64225903628218,0.4417279067417884,0.1594712405,0.1223735331,0.0974731453,0.5575619853200395,477378657900.0,172660455380.0,0.028708134,1.9706749157,0.4281657175,1.9706749157,1.9591814013915305,0.2436041252,112.1498408666,0.0,2.6831750404,0.0,0.5540998242,0.9591814014,0.00337792997499379,0.35158238135794295
HCM,2017,1,2.2608489232,5678905118400,129655368.0,16.6883967212,6.720500508,24.9447712304,731.8875845850054,19373.253802904,16.7459187283,0.6410018695594246,0.43586553665789907,0.1397282095,0.1107364697,0.0899622959,0.5252042264796526,394159890324.0,114343258214.0,0.0273972603,2.7140926272,0.4267621554,2.7140926272,1.5485675377158092,0.2270967108,93.4508792136,0.0,2.8455491755,0.0,0.3940410747,0.5485675377,0.003225443784690865,0.3566642274201609
HCM,2016,4,1.6625881823,4051730250000,129655368.0,13.0586834564,4.9221290511,-15.5899937034,584.3561820749296,18795.9955043252,12.8173305804,0.5138921790799077,0.3340389031039834,0.1303791703,0.0,0.0844344952,0.4052964851647339,389436515958.0,91927179138.0,0.0,2.835044976,0.2992553955,2.835044976,1.5121100156605343,0.2282316956,84.7661740149,0.33640097804999464,2.6606467963,2.9970477743499946,0.4180746286,0.5121100157,0.00381132564637057,0.3393697949969127
HCM,2016,3,1.4598508146,3471342010500,127155385.0,11.6479254414,4.704397292,-2.9492333457,643.3143653884576,18700.5409915676,12.1611929096,0.5238633445826286,0.37418456304209907,0.1281970971,0.0,0.0856972364,0.42237362750859,356200882626.0,92335548508.0,0.043956044,2.8285871386,0.2749315683,2.8285871386,1.516576833736872,0.2121232184,71.4623766888,0.7505529915626877,3.0436074804,3.794160471962688,0.4348574746,0.5165768337,0.003824616854466125,0.33764632265310324
HCM,2016,2,1.6004218387,3674906226500,127159385.0,14.0510562485,5.4605231805,-4.1785116508,647.1008902882002,18057.7390917502,13.9042743195,0.6115495404916729,0.45242702752623176,0.1138072946,0.0,0.0775909426,0.49184426016648986,317893245999.0,89453941750.0,0.0415224913,2.4756557854,0.1737360421,2.4756557854,1.6383987450381534,0.199588377,61.5080504352,0.7831347481038972,2.9144418924,3.6975766405038972,0.3718917071,0.638398745,0.004283354436009186,0.32604025747212095
HCM,2016,1,1.6611247854,3891077181000,127159385.0,16.8186867219,6.204508433,-2.582107433,508.65477545365604,18421.2530384909,13.8554016576,0.6232006694979457,0.38875990513528363,0.10142622,0.0,0.0727992665,0.4826932438260457,286270460185.0,80308459944.0,0.0392156863,4.685435624,0.3462254722,4.685435624,1.2557412340179273,0.1939896397,53.7727440646,0.8395443466370048,2.9687920236,3.8083363702370048,0.1139199015,0.255741234,0.004370145209496852,0.3326036583601189
HCM,2015,4,1.6412668244,3739250613000,127185395.0,17.5351525068,6.3255017066,-2.487167151,545.1949122538795,17912.9923069547,14.2776175379,0.6563810773133689,0.405426826775209,0.0,0.0,0.0,0.5160188675357226,0.0,88255572511.0,0.0408163265,0.0,0.0,0.0,1.5777607378206906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00531382029079055,0.323426791924568
HCM,2015,3,1.4831126229,3370413550500,127185417.0,16.8661056448,5.5154773516,-27.3151389938,356.36270032436187,17867.8271566136,9.9938251043,0.4767512035847546,0.3164860571056196,0.0,0.0,0.0,0.31789859169431867,0.0,45526428483.0,0.0452830189,0.0,0.0,0.0,1.3995705417338042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005086444740913318,0.3226113156807712
HCM,2015,2,2.1128236965,4705861058000,127185434.0,18.1213331398,6.9810554885,-78.9081302571,409.3363556631807,17512.1095342614,12.0323210432,0.6654887603804718,0.38276009896258756,0.0,0.0,0.0,0.48937473909340035,0.0,66562953597.0,0.0324324324,0.0,0.0,0.0,1.3426377182120277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005360631961567239,0.3161886807877882
HCM,2015,1,2.0422122519,4858698262800,127191054.0,16.069348835,6.6184815769,8.8591197905,366.2483157266705,18705.2055749684,8.6825364424,0.6374182009856897,0.35729663884251145,0.0,0.0,0.0,0.0,0.0,0.0,0.0314136126,0.0,0.0,0.0,1.2241349034676778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004696738374130376,0.3377305437156213
HCM,2014,4,1.7210459549,4058623251100,127229569.0,10.792030815,4.8832281519,13.7545852375,439.7149560885489,18535.2401012378,5.2542440383,0.4920007295364529,0.29294193992409473,0.1633462647,0.0,0.1076696936,0.0,485702632650.0,0.0,0.0376175548,2.4843681265,1.1899944832,2.4843681265,1.6365520016399175,0.2379040146,105.2465758971,0.6996562032021584,2.3145389062,3.0141951094021584,0.0,0.6365520016,0.0035719983310587996,0.3345902418338978
HCM,2014,3,1.7775059223,4249468072200,127229583.0,10.0548233192,5.0689195789,24.1901155078,826.927198621723,18790.3733995811,5.8187223254,0.7278021807575721,0.48546183532175696,0.1821175072,12.4438290566,0.1255712593,0.0,545639026581.0,0.0,0.0359281437,2.8595156931,1.3246408598,2.8595156931,1.5089166751391598,0.2494240873,122.760185939,0.8050046196854586,1.7655782666,2.5705828862854583,0.041828904,0.5089166751,0.002781572672978381,0.3391958365464145
HCM,2014,2,2.1432411617,4898339638500,127229601.0,13.0674336871,6.4163123494,-252.8462924263,744.1217053490564,17963.4474589054,8.2775569861,0.7198018321330795,0.4829413895648965,0.1657069214,14.3439367203,0.115108998,0.0,486069739635.0,0.0,0.0311688311,3.2569662066,1.687917267,3.2569662066,1.4178673425216541,0.2353598334,111.1812702894,0.8684981750191589,2.0134482439,2.881946418919159,0.0,0.4178673425,0.0030408023586897376,0.32426856670401355
HCM,2014,1,1.957404247,4592989137600,127229616.0,13.4292318471,6.4594878409,-18.2434370332,945.7184291431014,18442.7923129706,7.9972412681,0.7773630440996004,0.5312871546272477,0.1535527161,13.4497708221,0.0975959891,0.0,446727494208.0,0.0,0.0332409972,2.9742491555,1.087829871,2.9742491555,1.478277926816687,0.2043192089,101.0373191025,0.921822596977834,2.325437763,3.247260359977834,0.0,0.4782779268,0.002704590962667912,0.3329215368097865
HCM,2013,4,2.1852707784,4911064335600,127229646.0,17.2305283326,7.7368889074,-5.3428493042,800.5179819961144,17663.7148952533,10.184386303,0.7797217712293386,0.5115364891947262,0.1279742072,0.0,0.0892008724,0.0,383252395807.0,0.0,0.0310880829,3.1441752782,1.5961914262,3.1441752782,1.3917652273157048,0.2006600388,65.8400869365,0.805331232365744,3.4136972758,4.219028508165744,0.0,0.3917652273,0.0032796265271249057,0.3188580338336462
HCM,2013,3,1.5686289287,3346667846400,127249728.0,15.1521219706,6.0714108764,-4.6947641842,444.19314261324,16766.23420509,7.4044636779,0.6684540110745659,0.3986072676305706,0.1012052333,14.1056653603,0.0623993742,0.0,295908607890.0,0.0,0.0456273764,2.9674174992,1.9121615989,2.9674174992,1.470582839077837,0.1573218663,61.8826012526,0.9258778172257601,2.7506258993,3.6765037165257604,0.1031170046,0.470582839,0.0031869557757723647,0.3027048573010579
HCM,2013,2,1.0702139947,2268936315000,100841614.0,10.987148741,4.3329276352,3.2808637715,604.3588983115641,21023.8327196728,2.7546949504,0.7143861329760598,0.4242201743104738,0.0949554365,9.5632007274,0.0598400856,0.0,277114693386.0,0.0,0.0533333333,1.7041990587,1.0652482512,1.7041990587,1.9744525314481036,0.1520331214,51.9734774426,0.9737541614430941,2.3229689529,3.296723114343094,0.1037625784,0.9744525314,0.003600440719543162,0.3008215356917571
HCM,2013,1,0.988132399,2191162842600,100512057.0,9.6367875689,3.955493412,-3.9219353647,625.3648551237987,22061.8208862158,3.4635024043,0.7019360084166245,0.41851619806082624,0.1047183796,9.2353980814,0.0721037993,0.0,299231004128.0,0.0,0.0550458715,2.4805047983,1.3603194565,2.4805047983,1.5696493701517396,0.1755102456,50.078350551,0.9392296013298073,1.6294450659,2.568674667229807,0.0988806456,0.5696493701,0.004173383558748293,0.31567368936196694
HCM,2012,2,0.8402071487,1790364993400,100582303.0,5.7504981707,2.9931711647,0.0,819.3707664359206,21185.2517864997,1.2009954743,0.7350160622703753,0.4737342790150133,0.0,0.0,0.0,0.5898316198261714,0.0,102611321301.0,0.0,0.0,0.0,0.0,1.423852967324389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005434166070199266,0.3023306682106047
HCM,2010,2,1.0165068726,1617035886000,0.0,5.7713039803,2.8707105526,-3.2400864299,0.0,26561.551845662,2.9154573357,0.5724225113530358,0.374037693409696,0.0,0.0,0.0,0.47926822543845,0.0,75038491114.0,0.0,0.0,0.0,0.0,1.441806757509129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014956889976909974,0.2257024833207468
