ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Bi̻n EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
PPE,2024,3,2.2118594515,26600000000.0,2000000.0,29.8221003859,2.863717653,-50.2392108863,259.9621035,6013.040291,0.0,0.013285879900742247,0.1395340863321479,0.0771407292,-0.0343879132,0.0544100178,-0.042800979442458205,0.0,-159482646,2.4486028514,1.3528223818,2.4486028514,5.847902924661978,1.3889601569776011,0.5666134755,0.0,44.47036685456365,0.0,120.8117728537,165.28213970826366,0.0,0.388960157,0.0,0.6013040291
PPE,2024,2,1.7381999121,20000000000.0,2000000.0,33.1382146967,3.5955182626,-7.3369392392,-26.7896795,5753.0781875,0.0,0.0021669732887922605,-0.044437697983592525,0.0532228936,-0.0301297823,0.0370816452,-0.06744278723078503,0.0,-81317023,3.3742867727,2.2019124797,3.3742867727,4.220297582353569,1.4211791142982793,0.3417642269,0.0,74.2597795157167,0.0,201.5862833479,275.8460628636167,0.0,0.4211791143,0.0,0.57530781875
PPE,2024,1,2.058870596,23800000000.0,2000000.0,26.8964923266,5.4627727851,-4.8084244191,200.432332,5779.867867,0.0,0.0,0.0,0.0790853965,-0.0312840852,0.0547356341,0.0,0.0,-155132319,2.352805026,1.9167343236,2.352805026,60.34175608105348,1.419472244398974,0.2694962099,0.0,94.81091375764811,0.0,258.0753681201,352.8862818777481,0.0,0.4194722444,0.0,0.5779867867
PPE,2023,4,2.401676642,26800000000.0,2000000.0,36.0170162716,6.15135759,-2.9972737872,12.373221,5579.435535,-94.7587607518,0.01094189440979032,0.00568000797843933,0.0689816282,-0.025338556,0.0432210196,-0.0040442483787657526,-282749679.0,-17619827,2.2443998071,0.6852338699,2.2443998071,0.0,1.4435278730216567,0.2530648143,0.0,272.43244325662425,0.0,258.1487214341,530.5811646907243,0.0,0.443527873,0.0,0.5579435535
PPE,2023,3,1.9759074678,22000000000.0,2000000.0,22.0902740033,0.0,-15.4933500228,115.750534,5567.062314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92608818,0.0,0.0,0.0,0.0,1.4580363055372116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5567062314
PPE,2023,2,2.2379934394,24400000000.0,2000000.0,9.3476439822,13.5555555556,1.753352937,113.8807875,5451.31178,0.0,0.0,0.0,0.2478285281,0.1389468428,0.1511050568,0.0,0.0,-96274794,3.1753772838,0.0083345909,3.1753772838,0.0,1.4596903752953203,0.1041990695,0.0,201.06326084102716,0.0,0.0,201.06326084102716,0.0,0.4596903753,0.0,0.545131178
PPE,2023,1,1.6674688652,17800000000.0,2000000.0,8.3812938158,9.8888888889,1.1920998103,130.041823,5337.4309925,0.0,0.0,0.0,0.2149561552,0.1346266921,0.1220860035,0.0,0.0,-76246240,2.7988302352,0.0014403877,2.7988302352,0.0,1.5559168288394503,0.1034735729,0.0,201.06326084102716,0.0,0.0,201.06326084102716,0.0,0.5559168288,0.0,0.53374309925
PPE,2022,4,1.5362784957,16000000000.0,2000000.0,8.5848790718,8.8888888889,1.0373193274,138.283558,5207.3891695,10.5399091642,0.0,0.0,0.1965369873,0.1453096311,0.10196366,0.0,1513367598.0,-67236268,2.3168154688,0.0102325127,2.3168154688,0.0,1.7594078469613792,0.0984763902,0.0,222.55418070493013,0.0,0.0,222.55418070493013,0.0,0.759407847,0.0,0.52073891695
PPE,2022,3,3.2276789645,27600000000.0,2000000.0,40.8775908073,5.1572287043,65.2470972347,922.935536,4275.5181515,40.7457203354,1.0,1.0254839288888888,0.0,0.0,0.0,0.9748013466666666,0.0,1754642424,0.0,0.0,0.0,0.0,1.8002200320698527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50691056115
PPE,2022,2,3.9527148325,33800000000.0,2000000.0,40.5874110327,6.3157366017,-405.9676182932,-129.3723595,4275.542435,40.4533677578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174038558,0.0,0.0,0.0,0.0,1.977600159590945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41461700755
PPE,2022,1,3.297827168,28200000000.0,2000000.0,33.8628695599,5.2693423718,-338.7067111204,0.0242835,4275.542435,33.7544427627,0.0,0.0,0.0969054349,0.0975013431,0.0465952445,0.0,833742260.0,0,2.0532103134,0.0070814304,2.0532103134,0.0,1.9494779791607892,0.2994393938,0.0,12.908229019455039,21.487812051,273.9164719367,308.3125130071551,16.9863734444,0.9494779792,0.0,0.4275542435
PPE,2021,4,3.2744569205,28000000000.0,2000000.0,41.4700196595,5.2319711493,66.1927073395,96.6251525,4275.5181515,39.8336564967,0.21934302656128887,0.10391575403895338,0.0822050582,0.0790738321,0.0201082807,0.10383500799584625,676163209.0,193100143,1.8831793013,0.0471477406,1.8831793013,0.0,2.1533229929733815,0.1593836762,0.0,1296.6203114496839,21.487812051,1549.6601663831,2867.768289883784,16.9863734444,1.1322729128,0.0,0.42755181515
PPE,2021,3,2.7933493811,22000000000.0,2000000.0,143.0669384453,0.3392827254,-299.4121627399,-278.4357645,3937.9248705,-4.9668991338,-0.5613928484535665,-0.724579352406669,0.0,0.0,0.0,-0.7249500504897847,0.0,-557156427,0.0,0.0,0.0,0.0,2.2389689413533604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4178892999
PPE,2021,2,3.3012310868,26000000000.0,2000000.0,169.0791090717,0.4009704937,-353.8507377836,598.171596,3937.9248705,-6.1392763991,0.11877594442034109,0.4392693331330644,0.0,0.0,0.0,0.43980370446295436,0.0,1197798544,0.0,0.0,0.0,0.0,1.9847792056409304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44573287635
PPE,2021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157579051,0.0,0.0,0.0,0.0,2.872682923842075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38591571675
PPE,2020,4,2.5394085283,20000000000.0,2000000.0,130.0608531321,0.3084388413,-272.1928752181,312.410024,3937.9248705,-4.4923709445,0.013168153343408024,0.016536692548415576,0.0177446198,0.0244490358,0.0047765597,0.017577757007414988,-4214712729.0,664155480,1.1918782275,0.0008007753,1.1918782275,0.0,6.165859571896491,2.014154343,0.0,110.90055157993285,1.4899308634,119.101068416,231.49155085933285,244.9778100255,5.2116387192,0.0,0.39484056905
PPE,2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-726000,0.0,0.0,0.0,0.0,1.9794666871191309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45430287865
PPE,2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018310278618509105,-0.014272755905389452,0.0,0.0,0.0,-0.01315571166507201,0.0,-355978010,0.0,0.0,0.0,0.0,1.9793940887299173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45433854525
PPE,2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130014693,0.0,0.0,0.0,0.0,1.614916678056789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4731943589
PPE,2019,4,1.290176435,12200000000.0,2000000.0,-7.8310603904,8.118915833,-10.2135513186,-375.2628405,4728.035511,-7.5403898963,0.0,0.0,-0.1522051429,-0.1707458997,-0.0889151089,0.0,-1614585354.0,-750672742,2.7656399718,0.0191551668,2.7245513133,0.0,1.635464181161477,0.0857626316,0.0,1934.86304959555,100.749439295,2088.3736830252,4123.98617191575,3.6228489464,0.6354641812,0.0,0.4728035511
PPE,2019,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4872453543256357,0.10257421739696011,0.0,0.0,0.0,0.05234937371778374,0.0,66251514,0.0,0.0,0.0,0.0,1.5264167809648783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51032983515
PPE,2019,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25150589042114885,-1.8407371371997372,0.0,0.0,0.0,-1.8096749135153791,0.0,-429072277,0.0,0.0,0.0,0.0,1.5910826506529094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50383912025
PPE,2019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-502091849,0.0,0.0,0.0,0.0,1.6205530487265227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52566097535
PPE,2018,4,1.4888828736,16400000000.0,2000000.0,17.4107023443,2.1205458148,-5.0004954683,2044.270216,5507.4849375,6.1296102493,0.5848870453446675,0.5746782302181497,0.0893351473,0.2426147782,0.0533410785,0.5290180391059104,2672394473.0,3763691625,2.3588745093,0.1495084621,2.3312585061,0.0,1.7773377806900266,0.437955942,0.0,500.70172310795493,13.8458523488,509.4854539863,1024.0330294430548,26.3616851318,0.7773377807,0.0,0.55074849375
PPE,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-464444182,0.0,0.0,0.0,0.0,1.8072400823553982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34625982785
PPE,2018,2,2.2237619764,22400000000.0,2000000.0,-5.6457250077,60.8469924713,-18.9846423236,-156.4301975,5036.5102555,-10.4790055884,0.4369046920209919,-0.8089523702782607,0.0,0.0,0.0,-0.65116481689742,0.0,-251836436,0.0,0.0,0.0,0.0,1.734433417118753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369505022
PPE,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2597325252788807,-10.18837445728444,0.0,0.0,0.0,-1.6219068427986774,0.0,-377294339,0.0,0.0,0.0,0.0,1.7223679162066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38514804175
PPE,2017,4,2.0847768529,21000000000.0,2000000.0,-5.2928671947,57.0440554418,-17.7981021784,-332.3446975,5036.5102555,-9.8278744258,0.0,0.0,-0.3204672614,-0.2119634339,-0.2212823944,0.0,-2135112017.0,-664813031,2.8226046138,0.8403253625,2.8178947213,0.0,1.5623770203598666,0.0205318208,0.0,8804.068100812698,59.3400136857,6951.8430368076,15815.251151305998,6.1509928517,0.5626544291,0.0,0.50365102555
PPE,2017,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5771220431407404,-0.8630824805511892,0.0,0.0,0.0,-0.8462073739552038,0.0,-311519837,0.0,0.0,0.0,0.0,1.527044822777739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5370467453
PPE,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-604755352,0.0,0.0,0.0,0.0,1.4898604002519076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5546332143
PPE,2017,1,2.0250160883,27400000000.0,2000000.0,-12.3159766269,29.8316531981,-1861.0868475498,-332.601524,6765.378349,-12.9136246515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-554023797,0.0,0.0,0.0,0.0,1.3587013272300879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6765378349
PPE,2016,4,1.8790405889,27600000000.0,2000000.0,-5.786931358,15.0280166743,4.9135345301,-73.7410505,7344.1734475,-5.7965473625,0.8064639526367438,-0.2854310288436855,-0.2793509395,-0.3239795087,-0.187829716,-0.27748237177396434,-4758723411.0,-143375033,3.8043817209,1.1086996499,3.8043817209,0.0,1.2892014887908512,0.0723287508,0.0,3463.3954334430937,6.3428594028,760.0126207219,4229.750913567794,57.5450245416,0.3697555384,0.0,0.9359422641
PPE,2016,3,1.2822047109,24200000000.0,2000000.0,5.4533186111,1.6171685167,5.2507669526,-319.0383515,9436.8706475,0.0,1.0,-8.323109765607793,0.2244757251,0.0,0.1534794475,-8.318549745414547,0.0,-637727117,3.4476673096,0.6155544752,3.2526424928,0.0,1.4034382983207039,0.5175541811,0.0,429.5471386090832,62.3943194039,246.4646141236,738.4060721365832,5.8498915204,0.4034382983,0.0,0.94368706475
PPE,2016,2,1.1582723866,22600000000.0,2000000.0,4.4311274182,1.4075818554,5.3046530902,-386.9953325,9755.908999,3.565538235,-1.1669048989108377,-2.38059694434394,0.2535001786,0.0,0.173348911,-2.3920948034033045,5121668117.0,-777728902,3.4292539535,0.5760016484,3.4200228357,0.0,1.4010948865862827,0.5457097286,0.0,401.88636952876357,59.4162475706,257.1226647587,718.4252818580635,6.1431008339,0.4010948866,0.0,0.9755908999
PPE,2016,1,1.133797542,23000000000.0,2000000.0,3.4708512669,0.6450890197,140.3625164683,4.95361,10142.9043315,3.2596107849,1.0,0.011486444784854746,0.3263666059,0.0,0.2104875296,0.014422589422656465,6988130629.0,12439686,2.9446122545,0.0231711763,2.8018380367,0.0,1.51272310109928,1.1325117719,0.0,174.32156714024782,23.1385353384,109.2233857985,306.68348827714783,15.774550751,0.5127231011,0.0,1.01429043315
PPE,2015,4,1.7064592712,34600000000.0,2000000.0,5.5160099728,0.9666091917,-8.7882999025,2919.91247,10137.9507215,4.1718422281,0.5820066502625603,0.4262607066007119,0.0,0.0,0.0,0.42742974915055204,0.0,5855840969,0.0,0.0,0.0,0.0,1.5262217791327717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0202353286
PPE,2015,3,1.5881287163,32200000000.0,2000000.0,5.6331748207,0.8954594092,20.6885853966,12.270319,10137.717324,5.2759473953,0.8911803009150268,0.021008284120674032,0.0,0.0,0.0,0.026637506967598524,0.0,31116364,0.0,0.0,0.0,0.0,1.406698046979397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0137717324
PPE,2015,2,1.2443895063,25200000000.0,2000000.0,4.540803647,0.6970126149,11.3253704261,376.1718115,10125.447005,4.2164737533,0.17203363432956897,0.03776216151488572,0.0,0.0,0.0,0.05464648489152489,0.0,1088733610,0.0,0.0,0.0,0.0,1.7568893085130517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125447005
PPE,2015,1,1.2577392132,25600000000.0,2000000.0,5.9177749567,1.4614674527,12.7623987444,6.904865,10176.990481,5.6922273105,0.88038474199383,0.013758111916725583,0.0,0.0,0.0,0.042332115142775996,0.0,42490938,0.0,0.0,0.0,0.0,1.6893730556786988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0176990481
PPE,2014,4,0.7472896774,15200000000.0,2000000.0,3.5000460443,0.8286739778,23.3420334108,2462.7215915,10170.085616,2.4764218524,0.44458762663175283,0.3552662756020568,0.2394765466,2.4953920317,0.1212680446,0.22776039058185565,4518258272.0,3157690274,2.0767746831,0.2145689298,1.6861851997,0.0,1.9190072349829468,0.5121962934,33.5355070515,164.30961364249424,254.3168882627,100.0028183864,518.6293202915942,1.4352173089,0.9190072349,0.0,1.0170085616
PPE,2014,3,0.9601207334,14800000000.0,2000000.0,18.4411175347,1.1633710439,22.1331918236,-70.959059,7707.3640245,14.0426914343,0.27837644857130717,-0.10410347868668414,0.0511250637,238.7096774193,0.0245896614,-0.08133518701307198,997714521.0,-110879452,1.8764019268,0.0481651844,1.347477566,0.0,2.0632357986401995,0.3897817798,12.4047261853,114.8720995643458,340.4763335904,86.1406982956,541.4891314503458,1.0720275214,1.0632357986,0.062095080429401095,0.77073640245
PPE,2014,2,0.6327394062,9800000000.0,2000000.0,12.3852163738,0.8338745835,-44.7079727002,-235.692277,7744.104368,9.6247058255,-0.035489918927776164,-0.3666767067345504,0.0511149817,158.064516129,0.0248050846,-0.33088150038806813,1005686578.0,-425367703,1.7980768704,0.0066994279,1.3217943549,0.0,2.1619125863903905,0.36842032,10.9391634533,125.21906336686627,370.5332793178,86.6967422824,582.4490849670663,0.9850667143,1.1619125863,0.06474336277953427,0.7744104368
PPE,2014,1,0.3884810776,6200000000.0,2000000.0,11.9624342981,0.4519100689,-4.5766362824,15.32975,7979.796645,11.3077445139,0.29999999934414356,0.01675685873238831,0.0339143392,100.0,0.0169710028,0.030043592525699124,518289158.0,54969821,1.8835068111,0.0203022727,1.3567275376,0.0,2.0472279181119406,0.4492365199,12.1633213718,105.77181493711691,296.3523015513,76.400663932,478.5247804204169,1.2316421977,1.0472279181,0.06568705341989325,0.7979796645
PPE,2013,4,0.5147864953,8200000000.0,2000000.0,80.2173302694,0.6349866771,-9.5151583219,692.5987855,7964.466895,15.4290579521,0.3150352205676089,0.1680416089270808,0.0064380552,0.0,0.0033096392,0.12273497519743598,421805430.0,1011726742,1.8831109472,0.1015491587,1.3765503085,0.0,2.0459762226182248,0.4181039281,10.2268588897,137.82298786952245,321.4690783829,92.5998796056,551.8919458580225,1.135412469,1.0459762226,0.06867494148834678,0.7964466895
PPE,2013,3,0.3850454873,5600000000.0,2000000.0,-2.8332404209,0.5593056023,-6.2835554131,-76.6032835,7271.8681095,-2.6299740851,0.3275357996880594,-0.3888915341292116,-0.130661249,0.0,-0.0693735522,-0.3262878743557699,-1976535404.0,-128543413,1.9307645126,0.0280828617,1.3160622421,0.0,1.983677424877256,0.3514213903,7.8130401668,180.2668288808674,369.1839043216,102.9345276698,652.3852608722674,0.988667154,0.9836774248,0.07923265952077566,0.72718681095
PPE,2013,2,0.2177323574,3200000000.0,2000000.0,-0.8560427577,0.3177261145,16.399766867,-372.180673,7348.471393,-0.5119024812,-0.027833840486946343,-0.22884160827465264,-0.2392969367,0.0,-0.1304080231,-0.162270847986427,-3738131035.0,-527824235,2.0049007677,0.0963728389,1.3923290481,0.0,1.9082561935068283,0.3513555815,7.3026397238,169.38249697401997,321.2233004098,87.0253762392,577.63117362302,1.1362812085,0.9082561935,0.0828185400680378,0.7348471393
PPE,2013,1,0.2590454773,4000000000.0,2000000.0,-1.0278889692,0.5469042292,-2.7504046202,-192.703679,7720.652066,-0.8431886448,0.36703372163241266,-0.37645465053057464,-0.2350512462,0.0,-0.1315744072,-0.35981949572691885,-3468413869.0,-368376592,2.130259414,0.0864138323,1.3463655773,0.0,1.8059947109783407,0.2472898811,4.9132164987,238.03022249231776,483.8407464545,115.8206485038,837.6916174506179,0.7543804499,0.8059947109,0.08580642338714088,0.7720652066
