ticker,yearReport,lengthReport,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROIC (%),ROA (%),Bi̻n EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
SHG,2020,4,64800000000.0,27000000.0,-1.1043947668,1.4951806913,-34.1030329101,-652.6685751851852,-62.2298853577,0.30707420670016966,-2.0551865321664056,0.0173111073,-0.0410113864,0.011009074793279854,-5461353161.0,94396533,0.5700525318,0.0072002453,0.3063256095,-0.004113050779441556,-1.8766931068549195,0.0302924996,7.3897314048,1862.908001963409,4111.3927540525,3030.0729321692,9004.37368818511,0.0887777018,-0.4350467074,-2.8766931069,-0.006598112871397499,-2.6783894560296297
SHG,2020,3,91800000000.0,27000000.0,-2.0534610701,1.6567376489,-6.2165192447,-317.88455274074073,-42.5008139906,0.23813286044220253,-2.2624531810487016,0.0257938054,-0.0397158684,-0.473559588051682,-8695348310.0,-1796504138,0.5777579244,0.0068897825,0.3144590069,0.2655657378103088,-1.9380267376721882,0.0395420295,9.4609161103,1377.9212793739198,2878.5773899172,2116.2002187556,6372.69888804672,0.1267987449,-0.44457994030000003,-2.9380267377,-0.007162256297428859,-2.610959165051852
SHG,2020,2,54000000000.0,27000000.0,-1.0119759585,0.9636215464,-6.4846082665,-423.67174851851854,-33.0129791759,0.14405996544849228,-1.413844598503026,0.0309978092,-0.0445103418,-0.27174738758731,-10033956647.0,-2198654404,0.578284742,0.0070820873,0.3123923218,0.17315560605177815,-1.9580810355384386,0.0395070103,8.7624346478,1313.9118950072025,2853.105425023,2054.9081716346,6221.925491664802,0.1279307791,-0.4487244939,-2.9580810355,-0.007658300429894258,-2.576080915351852
SHG,2020,1,54000000000.0,27000000.0,-1.0161620895,0.7499864412,-6.0390256294,-653.8138135185185,-28.8344498765,0.0347487024245535,-1.0773826798746828,0.0373423121,-0.0415455901,-0.20827469685799974,-11602391125.0,-3412592073,0.5761372771,0.0066541555,0.3353164596,0.24655654160667353,-2.1140212277009485,0.0501643813,10.112306594,994.8705957574457,2154.20134268,1538.7040289937,4687.775967431146,0.1694363441,-0.4614731662,-3.1140212277,-0.009632469453216656,-2.5307369682444443
SHG,2019,4,70200000000.0,27000000.0,-0.9639440684,1.1110886404,-14.0621448773,-665.8780538518519,-63.5326886973,0.054186997207292656,-0.6624278634881481,0.0261042715,-0.0509997525,-0.10336409199849356,-5451235164.0,-2805366250,0.5942676185,0.0075375756,0.3238505602,2.80536625,-2.1982457821222794,0.0442457128,7.5902062561,1245.7188078832098,2585.5787238029,1948.1745211193,5779.47205280541,0.141167622,-0.46841735360000003,-3.0790166205,-0.00992738026284268,-2.413574552740741
SHG,2019,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23137944723993364,-3.6328185131210264,0.0,0.0,-0.8062050357364441,0.0,-3565131147,0.0,0.0,0.0,0.27039295767918087,-2.269009803947093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011391351137140918,-2.342075244525926
SHG,2019,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013797693067728751,-0.32985907079124316,0.0,0.0,-0.16936004318726336,0.0,-4073702901,0.0,0.0,0.0,0.8106348245734906,-2.317643009436868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013338075614956185,-2.284199108840741
SHG,2019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07658890691103677,-1.460393170511587,0.0,0.0,-0.20959035996388398,0.0,-3333239336,0.0,0.0,0.0,0.15615497710274853,-2.4071322570484974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014971263448778582,-2.2531155924296296
SHG,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015578215493995864,-1.8994308103256712,0.0,0.0,-1.1028215078625425,0.0,-5278334920,0.0,0.0,0.0,0.8537664861320096,-6.717235038131188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058238376712223136,-0.7599365027740741
SHG,2018,2,70200000000.0,27000000.0,-1.3445695808,0.373817334,1.185277859,-481.6394368518518,-21.1560404607,-0.1627322076810843,-7.836777109418075,0.0,0.0,-3.400850081727442,0.0,-5643334546,0.0,0.0,0.0,0.7969996801994983,-7.403119339129073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06600775041568983,-0.7262876999703703
SHG,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02432023215507152,-0.6391491499055596,0.0,0.0,-0.47574178218742086,0.0,-5546502985,0.0,0.0,0.0,0.8260998682401878,-8.13900557350683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07855486988824158,-0.6766538334296296
