ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Dividend yield (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
VIB,2024,2,1.479837028,56752384875750.0,2979127815.0,7.334694021,2.5535738599,6.6321512456,564.9176888370598,12873.0391515612,0.426542112543764,0.2051947574,0.0188707952,0.0,11.237477421699767,10.2374774217,0.02061471072461797,1.5117595042588674
VIB,2024,1,1.4065594356,54034000474200.0,2536807534.0,6.4216107143,2.3962497133,2.3895698614,788.8430530023804,15143.3344804943,0.4958429967491278,0.22988943,0.0211953246,0.0,10.77391654068744,9.7739165407,0.020648783798821967,1.5143334480494333
VIB,2023,4,1.5779997237,59868657802400.0,2536807534.0,6.9812717748,2.7015941298,2.0048473774,749.7636200255782,14955.642669579,0.43892895211927935,0.2426116078,0.0227534931,0.0529661017,10.803686711982447,9.8035275397,0.01993112356415721,1.4955393537553252
VIB,2023,3,1.4816914574,53399798590700.0,2536807534.0,6.0018846541,2.5422906692,1.4827465183,846.301097432802,14206.7364263828,0.49681924126465765,0.262699214,0.0242649813,0.0,10.666528957632233,9.6665289576,0.02021917129516637,1.4206736426382751
VIB,2023,2,1.4700234275,49848268043100.0,2536807534.0,5.5443837974,2.5424201367,2.9273408456,929.6724203121986,13367.1339057132,0.5357732704932594,0.2766423221,0.0252522096,0.0,11.166751833670963,10.1667518337,0.020546834686303205,1.3367133905713164
VIB,2023,1,1.5655259495,50989831433400.0,2536807534.0,5.772929156,2.7048415781,9.7188931056,849.5366601982033,12839.1356314854,0.5007104843607476,0.2840120954,0.0253395663,0.0,10.968455699184192,9.9684556992,0.020752513569369208,1.2839135631485397
VIB,2022,4,1.342670695,43839597256000.0,2107672945.0,5.1658114065,2.4277323374,22.8123795999,1051.8325460594647,15491.5126075218,0.5668360418620004,0.2974535289,0.0259652264,0.0721153846,10.507142604471005,9.4988663149,0.021429176309670946,1.2870919280390312
VIB,2022,3,1.5248567286,46474188437250.0,2107672945.0,5.5206208614,2.60018065,481.9065056436,1059.6553916480623,14460.3749231122,0.5822186386543581,0.3077899212,0.0251881758,0.0,11.185551547275107,10.1855515473,0.021839381074863783,1.2014211007936875
VIB,2022,2,1.4697924308,41521157016500.0,2107672945.0,5.6887744772,2.5430747009,2.3573163344,1041.5790577033763,13403.2531313818,0.5933914387926246,0.2885182505,0.0227641999,0.0,12.31953388205471,11.3195338821,0.021872393996475854,1.1135915366608966
VIB,2022,1,1.9689948548,51216452563500.0,2107672945.0,7.5122704978,3.2988771037,5.134681976,864.9994793191217,12341.322244377,0.518541672651399,0.2903107633,0.022517116,0.0,12.834731376783727,11.8347313768,0.02291750435798114,1.0253624152158483
VIB,2021,4,2.6471042014,64300119910200.0,1553142993.0,10.0316192382,4.3180806369,6.6740068172,1376.3729480380175,15639.7318917048,0.6287867735301177,0.3033156342,0.0231318412,0.0,12.742186075846186,11.7421860758,0.024871947087655624,0.9575318456145834
VIB,2021,3,3.04200176,67406405896200.0,1553142993.0,11.8410566023,4.8993202437,11.3003187792,713.4262620981995,14266.9213973655,0.4136951175483838,0.2828457128,0.0213846275,0.0,12.863432426525376,11.8634324265,0.02263300486597307,0.8734824657770036
VIB,2021,2,2.6711738953,56223776346600.0,1553142993.0,9.4981717553,4.1011290292,5.2022570657,1106.0044102455672,13552.0941052206,0.5804095478957496,0.3161329032,0.0238481558,0.0,13.169705211907447,12.1697052119,0.024254881857666687,0.82971765567139
VIB,2021,1,3.9540347287,76414635255600.0,1553142993.0,14.6204119762,6.1343948451,2.8552649815,931.1518685131138,12442.9863104047,0.520522533774117,0.302703320980072,0.02277316339313984,0.0,13.343141428448499,12.343141555786133,0.022236875105979142,0.7618132925333704
VIB,2020,4,3.382390309,60794454289600.0,1109387852.0,13.0956663006,5.4205678215,10.2976629491,1280.487250188494,16201.5601375091,0.554631445501692,0.2956575037,0.0216321367,0.0,13.615636844057999,12.6128969066,0.022639211951507927,0.7084531151506742
VIB,2020,3,2.2855458137,37830125753200.0,1109387852.0,9.1080981078,3.7490517897,1.9992325849,1203.261778640785,14919.8496902236,0.5976868627757378,0.2793015218,0.0209416473,0.0,12.873829953056749,11.8738299531,0.02086400956989832,0.6524696800273694
VIB,2020,2,2.0286368471,30866918696260.0,924491395.0,8.3521689341,3.330953343,2.6794883941,1108.634440020937,16458.3424813813,0.538884063396455,0.2666135981,0.019550468,0.0,13.300156891652486,12.3001568917,0.023257452419215126,0.5997930783502632
VIB,2020,1,1.2754079035,18218951921265.0,924491395.0,5.1957877959,2.103601756,-27.5471194403,930.5105538597252,15451.5272692181,0.4780512933935207,0.2683903045,0.0193925958,0.0,13.532868004349238,12.5328680043,0.025008043512532618,0.5631016073764151
VIB,2019,4,1.0312172904,13848881097100.0,924491395.0,4.2397969301,1.6988152348,1.1260558478,1009.6459578187853,14526.5213636737,0.5574181766498141,0.2711012015,0.0201818054,0.0,13.741791114784125,12.7406088352,0.027183519093460798,0.5294568003281561
VIB,2019,3,1.295482365,16191542292030.0,924491395.0,5.0097999806,2.0930457381,14.2093463787,947.5783168322513,13519.2886246388,0.5412514990519134,0.2735902363,0.0202071505,0.0,14.0543514700124,13.05435147,0.025088598872853675,0.49268483448141637
VIB,2019,2,1.445698406,16800782121335.0,924491395.0,5.9902457908,2.3948570731,2.6290163376,874.3942933076191,12570.3949899934,0.527626350444622,0.2500176131,0.0188141348,0.0,14.099759130322095,13.0997591303,0.0282774909557704,0.4581042055514488
VIB,2019,1,1.2713374958,14306896073124.0,783467284.0,5.6456248765,2.1958065382,-8.0315241938,826.818187854287,14363.6131716254,0.46765469852971964,0.2327572359,0.0178567238,0.0,12.870424913455206,11.8704249135,0.029849145428754508,0.44360562830148076
VIB,2018,4,1.3404628245,14299581547525.0,751541575.0,6.7946987686,2.349673829,-6.2736364822,1086.9032761095086,14194.3511242209,0.6288718764386975,0.2255360864,0.0167267185,0.0,13.030778642911569,12.0456362206,0.03288212547923179,0.4204919709923883
VIB,2018,3,1.327130287,13429296403675.0,751541575.0,6.7369145928,2.4675900807,-3.3678232343,606.7289091757831,13464.3901769506,0.3580536190755884,0.2122803571,0.0154315114,0.0,13.09480268353281,12.0948026835,0.03492452699853514,0.3988891102055518
VIB,2018,2,1.5164805477,14653853136422.0,532518829.0,8.6097537634,2.9074845833,-19.4705767599,950.2499675931647,18145.9630603973,0.42033555341060685,0.0,0.0,0.0,13.167449527153233,0.0,0.034715686023909384,0.3809144710621157
VIB,2018,1,1.7099060254,14718654415899.0,530574039.0,10.8404066634,3.2812844942,42.1741455026,781.2067110957911,16223.6986052609,0.39379973112533073,0.1588990692,0.0115244262,0.0,14.854276758165167,13.8542767582,0.038355658763539,0.360979099804266
VIB,2017,4,2.4382573083,20140590520440.0,530574039.0,18.9592689471,4.9249975964,12.0728351159,1179.742983994737,15568.4963481666,0.570669387174592,0.1282669801,0.0098761278,0.0,14.021176868254669,13.0152287545,0.04204824787025172,0.34659590379472593
VIB,2017,3,1.9543788513,16405349285880.0,530574039.0,22.313455054,4.3503341335,2.2687091728,366.47665680453696,15820.8834380827,0.21802697823576242,0.0833384365,0.0066467339,0.0,13.054267988760108,12.0542679888,0.04020647752923047,0.35201641749775725
VIB,2017,2,1.3876514815,12138859307034.0,564440589.0,19.41523442,3.4768014279,-6.7805633299,319.65454560887366,15498.1277986686,0.23528353187410755,0.0716924953,0.0060336393,0.0,13.186547660772385,12.1865476608,0.04030235252238219,0.34483506859531426
VIB,2017,1,1.4313685902,12693704406021.0,564440589.0,21.9711819297,3.6647764189,4.4130390357,222.7143165283601,15711.5366047029,0.18146687492240934,0.0668670787,0.005989378,0.0,11.950657056813519,10.9506569441,0.04131555021115193,0.34958343828381266
VIB,2016,4,1.2912206126,11288811780000.0,564440589.0,20.096505095,3.3192908084,2.1943561785,415.7142568639762,15489.2198939662,0.2992013934492076,0.0647395987,0.0059497381,0.0,11.958539446895992,10.9546675918,0.04291321835011314,0.34462807614793217
VIB,2016,3,0.9653519404,9587587844754.0,564440589.0,18.2037547443,2.83925166,1.9115526178,149.60653370021907,17595.6553147575,0.13011041296235235,0.0613324393,0.0061068063,0.0588720122,10.393998072748749,9.3939980727,0.04677214740715499,0.3360560423185813
VIB,2016,2,0.0,0.0,484500000.0,0.0,0.0,0.0,274.3983488132095,17388.8524251806,0.22270802342566906,0.0,0.0,0.0,10.291746524201654,0.0,0.047078071796469015,0.33210635363873053
VIB,2016,1,0.0,0.0,425000000.0,0.0,0.0,0.0,260.94588235294117,18070.4932920537,0.18635577684088125,0.0560687741,0.0059924425,0.0,9.73737674974078,8.7373767497,0.04376564935351223,0.3451248816734238
VIB,2015,4,0.0,0.0,425000000.0,0.0,0.0,0.0,466.8023529411765,20260.7270588235,0.3290290052889168,0.0,0.0,0.0,9.765110517472667,0.0,0.04578237264010595,0.34075285113844983
VIB,2015,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11663588677324982,0.0,0.0,0.0,8.60542761180282,0.0,0.040862825241132925,0.33235406139313367
VIB,2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16422754114778437,0.0,0.0,0.0,9.292654334970743,0.0,0.045798975083818236,0.32819809498405567
VIB,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2194622348717689,0.0,0.0,0.0,9.012645026009443,0.0,0.0456258676218695,0.34128196605083877
VIB,2014,4,0.0,0.0,425000000.0,0.0,0.0,0.0,803.5609874917646,20000.6188235294,0.4911409785377201,0.0,0.0,0.0,9.487852042770385,0.0,0.04596911275978848,0.3353407676586473
VIB,2014,3,0.0,0.0,425000000.0,0.0,0.0,0.0,142.46262833411765,19196.2182650894,0.10670552856285147,0.0253767826,0.0027216922,0.0,9.345281863862548,8.3452818638,0.04847673845294333,0.32160077788002184
VIB,2014,2,0.0,0.0,425000000.0,0.0,0.0,0.0,194.22276925882352,19048.5035294118,0.15605539542605246,-0.0014329393,-0.0001605201,0.0,8.700602326148456,7.7006023261,0.04436760448311888,0.3191260626396421
VIB,2014,1,0.0,0.0,425000000.0,0.0,0.0,0.0,82.89017191764705,18782.6494117647,0.0702915617265515,0.0061450075,0.0007082266,0.0,9.599578736086615,8.6302482416,0.04576202801439739,0.3165418308773834
VIB,2013,4,0.0,0.0,425000000.0,0.0,0.0,0.0,61.78044279529412,18734.4762680729,0.04792870841305084,0.0063993426,0.0007365049,0.0,9.657700672552508,8.6577006725,0.0461992982725874,0.31386505705367396
VIB,2013,3,0.0,0.0,425000000.0,0.0,0.0,0.0,-366.3081098517647,19850.0128077788,-0.35398203706755793,0.0632988031,0.0064604986,0.0,7.813845554537456,6.7595953061,0.0801138810910808,0.33255402036763265
VIB,2013,2,0.0,0.0,425000000.0,0.0,0.0,0.0,-4.4709059011764705,20058.0305882353,-0.0036478402636138806,0.0632988031,0.0064604986,0.0,8.038699125114976,6.7595953061,0.07340231514137274,0.3360390130408687
VIB,2013,1,0.0,0.0,425000000.0,0.0,0.0,0.0,391.2120823717647,19697.56,0.27820149641248443,0.0632988031,0.0064604986,0.0,7.801851723186194,6.7595953061,0.07275403315274605,0.33491861619510627
