ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Bi̻n EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Payable Outstanding,Cash Cycle,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
VNL,2024,2,0.7912944124,222005645900,14140487,6.0667598483,0.2472869313,-18.1577232943,983.0175996060108,19840.9084577497,5.408486811,0.07618584428554084,0.048661189946564626,0.1351599768,0.1031079528,0.0921570187,0.05738343745646529,31154590708.0,16391907541,0.0636942675,3.0760844724,0.4871355388,3.0760844724,1.5424956066940672,2.2609140641,20.988699655,87.98508637512694,23.0445279987,111.02961437382694,0.5424956067,0.15086016705785943,1.9840908457749722
VNL,2024,1,0.8619482903,230489938100,14140487,5.8320489693,0.2941381646,-84.9409743798,538.2114826738288,18910.6471741037,8.7064132772,0.05491537802929501,0.034858636804202,0.148562565,0.0694334809,0.1040428915,0.03165138025125501,20752292902.0,6910342612,0.0613496933,3.690140043,0.6252128872,3.690140043,1.4563638658811846,2.0629191,18.1766515207,90.59435138681678,21.4607801623,112.05513154911678,0.4563638659,0.1595115292054196,1.8910647174103692
VNL,2023,4,0.7366652182,198673842350,14140487,5.3244244119,0.2724715663,-50.2486733635,309.48464610872315,19072.4356914299,6.2410377259,0.05514523228667674,0.02004865607689449,0.1441898232,0.0620226231,0.0993264518,0.012808279193743596,18865367381.0,2795818632,8.5409252669,3.757580141,0.8564938488,3.757580141,1.447938652213836,1.9409591678,16.6266246881,92.35677129389255,22.7658708689,115.12264216279254,0.4479386522,0.15939637959385977,1.9072435691429863
VNL,2023,3,0.7648050653,202915988450,14140487,5.476668609,0.2830094315,246.4262504499,757.1586108031498,18762.9510453211,5.6319716897,0.04533415813534255,0.061005950989880695,0.1452127246,0.0735499947,0.1020151933,0.016124770024446053,21658776421.0,2829909587,8.362369338,4.1226177968,1.1912282685,4.1226177968,1.4157403816162502,1.9741511921,16.3205925405,89.73864131881946,21.2931257203,111.03176703911946,0.4157403816,0.16254946342469753,1.8762951045321141
VNL,2023,2,0.8105570217,212107305000,14140487,5.9675598921,0.2681150514,8.2035099626,1190.0463467771654,18505.792434518,5.1862569662,0.06835778696547659,0.09812064429021938,0.1413766574,0.0995035579,0.0980814442,0.035164957318594245,28232052389.0,6030841931,8.0,4.5845943875,1.0980774193,4.5845943875,1.3904788525343053,2.1830437696,17.7904388682,81.59601976876112,19.2756553884,100.87167515716112,0.3904788525,0.1668971415994407,1.8505792434517991
VNL,2023,1,0.9245501128,227190700000,9427000,5.425765229,0.2399550807,6.9991001315,573.1393920653442,26066.731987801,4.5296395945,0.06141707960136967,0.03297116315290187,0.170021565,0.1258509975,0.1143772093,0.030942389993812228,33187730024.0,5070529958,4.979253112,4.0594963335,1.1707977479,4.0594963335,1.4395395870826253,2.586250241,21.1602074618,71.20307857876978,17.6171828034,88.82026138216978,0.4395395871,0.17989308263098766,1.737783730143099
VNL,2022,4,0.7758544187,192310800000,9427000,4.3297339493,0.1753496111,4.3573733866,436.3612573459213,26293.5925957357,2.5736633116,0.0789900265008381,0.019957055126629618,0.1881388572,0.1373449282,0.114544408,0.02708500929880138,36386666061.0,5582801977,0.0735294118,3.8757245212,1.2176869678,3.8757245212,1.4505274398378316,2.8607258546,24.2698883316,69.82055447414112,25.3935907825,95.21414525664112,0.4557423412,0.18042172906610407,1.7529077845763021
VNL,2022,3,0.7869796265,197024300000,9427000,3.8093323974,0.1364677566,5.3799058837,975.8132894876419,26557.2313383897,2.2740980737,0.056521176895380165,0.03685307661215241,0.2157739828,0.1656060928,0.1330012764,0.0374741052084316,43252544211.0,9354008436,0.0717703349,3.5629904277,1.2381308454,3.5629904277,1.4874985267255165,3.7995776722,31.9467492192,54.7555173066455,17.8990708688,72.6545881754455,0.4874985267,0.1808306944166077,1.7704837169115888
VNL,2022,2,0.8756355866,211164800000,9427000,3.9929570343,0.1443222537,10.6082125506,2456.45583600297,25581.4180489021,3.6186687063,0.05221340454562759,0.07077302897271767,0.2188123825,0.1539724914,0.1321903221,0.033368357428391365,38949784994.0,10918161481,0.0669642857,3.0505944228,0.737870109,3.0505944228,1.570283125787032,3.7878904188,32.198140038,56.0373910409813,19.9907300692,76.0281211101813,0.5702831258,0.18568951786202725,1.705429437805077
VNL,2022,1,0.7846892549,180998400000,9427000,4.2152974014,0.1199088565,-111.5199917357,789.6219608571125,24468.2845848096,3.5458136393,0.03170219855648696,0.01960795431126309,0.1787046775,0.1649816627,0.1045813474,0.02157014862973994,39221529191.0,8188673907,0.078125,2.9257093436,0.4453436691,2.9257093436,1.6029609546287544,3.8013030995,32.8357146419,56.44015634683719,22.7154878842,79.1556442310372,0.6029609546,0.19903497558410338,1.6010234921965558
VNL,2021,4,1.0558028719,235675000000,9427000,5.9802071916,0.1609760959,194.609866807,1138.9966871751353,23678.6626239525,4.4598153942,0.039958287015755385,0.02203436316886996,0.1716047023,0.1728019911,0.0933633736,0.026676587641268568,40373838098.0,12999472825,0.06,2.1954905294,0.3842287806,2.1954905294,1.853920284835514,3.6215199734,31.2454262087,58.60871955137298,27.4855122654,86.09423181677298,0.8539202848,0.20852632623390957,1.5483819797436962
VNL,2021,3,0.8437755224,208350000000,9000000,5.7029782817,0.1600098808,309.913382088,1080.337712,27436.2071263333,5.5456184931,0.03077928660290402,0.03614271295479888,0.1559331469,0.1010971108,0.0901087282,0.018679369859064123,27541538399.0,5025086232,0.0647948164,2.5438567228,0.5132753412,2.5438567228,1.6101362208472878,3.211602416,27.600174292,62.76759221678335,29.0335051485,91.80109736528335,0.6101362208,0.18738922164236177,1.7462330974668694
VNL,2021,2,1.1151597408,264600000000,9000000,8.0377856451,0.2024444749,101.6504360879,1513.808155888889,26363.9359682222,8.1167698638,0.04688976056415115,0.036475386321774765,0.1438779068,0.1023654661,0.0823718263,0.029817390640309163,26924507837.0,11137381210,0.0510204082,2.1711461842,0.3234757173,2.1711461842,1.7784025718467291,3.2704625966,27.3629309147,60.46534001631497,29.5055806413,89.97092065761497,0.7784025718,0.19763194541598517,1.6779862229214595
VNL,2021,1,0.7362635549,170100000000,9000000,5.8878057587,0.131143355,87.922694323,1124.233353111111,25670.1555753333,4.9106038495,0.03480476112441207,0.030275521768198997,0.12886562943458557,0.09533791989088058,0.0734860971570015,0.02320304428069479,24653244416.0,7754473342,0.0793650794,2.244462251663208,0.3856436312198639,2.244462251663208,1.7335064557087732,3.2992281913757324,26.815431594848633,58.276588191343144,27.81025505065918,86.08684324200232,0.733506441116333,0.20555652135775024,1.6338291614567448
VNL,2020,4,0.8554526089,189000000000,9000000,8.1496987777,0.1572107978,48.0654478425,340.9032901111111,24548.4083881111,5.6597184107,0.03207594087363022,0.009429698822707411,0.1072686984,0.0860918761,0.0623826928,0.0032165060422568556,21622571025.0,1046550650,0.0714285714,2.0915362366,0.4767516794,2.0915362366,1.8100766730633937,3.2338755485,25.0752902593,53.886973199847716,26.70238319,80.58935638984772,0.8222830624,0.21653806893500463,1.5694397912815874
VNL,2020,3,0.7160837755,161100000000,9000000,6.6773567919,0.1453609772,112.1051027299,678.7790191111111,24997.0752186667,4.4588484106,0.027894670791619686,0.02230087539799396,0.1105458011,0.0827680964,0.0657110875,0.015881100578508642,21188803614.0,4350404149,0.0837988827,2.5257689785,0.6367234782,2.5257689785,1.6642469419000334,3.0185293517,22.7597292974,57.0852537837569,26.1460397859,83.2312935696569,0.6642469419,0.21614231323567937,1.5909895958180225
VNL,2020,2,0.6991942747,153000000000,9000000,6.6302845524,0.1456651539,31.7183986863,1066.1087125555555,24313.7002346667,4.0821484663,0.03636610966878181,0.02639256809311507,0.1070902534,0.0852062831,0.064316251,0.02441111818852255,21159853452.0,8874625282,0.0882352941,2.1767522932,0.4527317693,2.1767522932,1.8094248677517188,2.9275021096,21.6194289663,56.54837792892577,25.2090167706,81.75739469952578,0.8094248678,0.22532731869553518,1.5474948077247976
VNL,2020,1,0.6967023014,151200000000,9000000,7.1239260823,0.1621618004,12.2209780945,600.9104606666667,24113.599116,4.8432388008,0.03375003258876281,0.022590976622264797,0.0994618879,0.0760047728,0.061557811,0.019290923741360842,19279373401.0,4618173999,0.0892857143,2.6469138106,0.6196762096,2.6469138106,1.647953840940478,2.7042946854,19.2934660767,57.29238116536422,25.8729425756,83.16532374096423,0.6479538409,0.22708630916301117,1.534758965826283
VNL,2019,4,0.5958689035,126000000000,9000000,6.7064076668,0.1400132325,4.9814643446,334.9032525555556,23495.1008797778,2.929350136,0.016457091118598992,0.013025916517475688,0.0889484825,0.0669339755,0.0540616166,0.0033597970878534926,16849201037.0,777439556,0.0,2.8317388578,0.9013225273,2.8317388578,1.605465097476906,2.5894641059,22.1152763406,61.07390492485664,26.6499908407,87.72389576555665,0.6121634314,0.2241712727376551,1.5004397028900065
VNL,2019,3,0.6037600326,129150000000,9000000,6.9382439709,0.1388490192,3.7777139343,562.0700945555556,23767.720989,2.7934671376,0.036166785814780195,0.023417997945125526,0.0877353184,0.0755840989,0.0544454126,0.02025270600264006,18796429943.0,4374881390,0.1045296167,3.0555636208,0.9925033288,3.0555636208,1.5938338545411117,2.7206209849,22.7678663679,56.955040413802195,22.9621865254,79.9172269392022,0.5938338545,0.22525060649506676,1.5127448503081966
VNL,2019,2,0.6649661813,139950000000,9000000,6.0721492888,0.1459938759,7.3584261627,860.366377,23384.6478771111,3.277837782,0.044857452504712736,0.03152854368395546,0.1092949543,0.0926243586,0.0668600364,0.027379237462923613,22106215022.0,6724242648,0.0964630225,2.9295630261,0.8471532617,2.9295630261,1.6151762492326158,2.7808298097,25.6757417419,57.56668660841985,22.6696727207,80.23635932911985,0.6151762492,0.22940520588893362,1.488363384471836
VNL,2019,1,0.6139493495,130950000000,9000000,5.751206285,0.1380983769,-14.2475319601,409.482706,23699.0234001111,3.2776131543,0.027807179090874466,0.017810637150975358,0.1085942501,0.0908339986,0.0658876915,0.011034621927515965,21719824866.0,2283263719,0.1030927835,3.2991555231,0.8797626339,3.2991555231,1.5590166645734298,2.7439403248,27.9185321589,58.62399001954767,22.9257345605,81.54972458004767,0.5590166646,0.1565840747018734,1.5083724528087328
VNL,2018,4,0.703821775,148500000000,9000000,6.0931328367,0.1576952668,-8.4838183656,236.32749411111112,23443.4349507778,3.8154445795,0.019503915795523304,0.00812998089177384,0.1182367357,0.0999663433,0.070137326,0.010648237814646487,23612375415.0,2785768200,0.0909090909,2.6808205244,0.6801579636,2.6808205244,1.67854310587541,2.7100118652,43.2305218279,58.2111540777327,23.5638456686,81.7749997463327,0.6785431059,0.15901968129502506,1.4921050071118485
VNL,2018,3,0.7220994823,150750000000,9000000,5.7690172915,0.1669717713,-7.2006106713,1054.6959015555556,23196.2498403333,4.4719132915,0.04616796195045753,0.038828005090248315,0.1271986449,0.0858544705,0.0759309201,0.031499297146424146,20649262132.0,7700617524,0.0895522388,2.6856283725,0.6587943838,2.6856283725,1.6873264413461855,2.623478135,40.9313692725,57.4596122967047,23.1142583026,80.5738705993047,0.6873264413,0.1633833995522837,1.4763724089771448
VNL,2018,2,0.7352717587,151200000000,9000000,6.3938123288,0.1743767442,-11.2159637693,829.3979356666666,22848.694788,4.9366448394,0.044514846880067724,0.03173289808136449,0.0,0.0,0.0,0.028076343375258925,0.0,6604444088,0.0892857143,0.0,0.0,0.0,1.6697337496753801,0.0,0.0,0.0,0.0,0.0,0.0,0.1692246965083453,1.454251562142096
VNL,2018,1,0.7206579671,148500000000,9000000,6.1338401261,0.1774898768,-14.300242599,589.8937223333334,22895.7435475556,1.4794284913,0.03637759591155623,0.02650742475105164,0.1208237719,0.0641541823,0.0701810152,0.01994558897219821,16280814679.0,3994805248,0.0909090909,3.3984382063,1.6070892806,3.3984382063,1.6506406635535447,2.4253728428,85.5126748167,56.546907644548185,23.671111351,80.21801899554819,0.6506406636,0.04517133422961671,1.457246075951981
VNL,2017,4,0.8049223263,162000000000,9000000,6.5049721416,0.1964003724,-80.2749701962,429.4532092222222,22362.406176,2.499504722,0.018840639945406603,0.017343007287024186,0.127112356,0.0642585628,0.0737627284,-0.0016887263298798819,16104131856.0,-376351135,0.0833333333,3.209706068,1.5024841399,3.209706068,1.6933059690292165,2.4430936027,75.1926177818,56.07772987973251,23.0560155321,79.1337454118325,0.69338526,0.04975505928384153,1.4233673839451215
VNL,2017,3,0.8889609336,175500000000,9000000,7.6550244472,0.2190101134,-49.9932115628,778.7955008888889,21935.7221023333,3.2831533755,0.03467109214257534,0.03358318573686684,0.1173847295,0.0663254654,0.0664303297,0.019680243737603985,16372172564.0,4107471179,0.0769230769,3.1758305958,1.4362821167,3.1758305958,1.8016117713214574,2.321928382,74.8127441249,55.01653862605707,24.1032949338,79.11983355985707,0.8016117713,0.048178571781617906,1.3961435622478915
VNL,2017,2,0.8645832872,170100000000,9000000,6.9967658682,0.2196281144,130.7668739141,891.8526865555556,21860.2421315556,2.8897320372,0.044751103355496744,0.03919064644681021,0.1259535638,0.0778958683,0.071984947,0.026823729950564465,18618094497.0,5493794058,0.0793650794,3.4787866516,1.592873767,3.4787866516,1.74458583197351,2.2932483911,67.2038723902,52.33882616766028,22.9757376806,75.31456384826028,0.744585832,0.052366566888356725,1.3913394862850197
VNL,2017,1,0.9619041835,189000000000,9000000,7.6127811606,0.2544726788,8.2987279721,668.0666106666666,21831.6962966667,2.607822276,0.037707180024148426,0.03190343898398965,0.1304075951,0.0844319012,0.0747990615,0.019674583881302738,19848050806.0,3707919801,0.0714285714,3.348846449,1.771665796,3.348846449,1.7666314257393576,2.237681818,62.0336730441,51.611298169260415,22.9037619675,74.51506013676041,0.7666314257,0.056519463638214786,1.3895226286760844
VNL,2016,4,1.0861518823,207000000000,9000000,8.8788676401,0.2920473478,-243.8747530475,208.63173677777777,21175.6756803333,4.024447248,0.021518163431663545,0.009419083322783026,0.1225176891,0.0,0.0692515382,-0.0010790731206657101,19296747804.0,-215112238,0.0,3.2956373848,1.7217051984,3.2956373848,1.7548088907637087,2.10539574,63.2671329707,58.57483167588772,22.1378617578,80.71269343368772,0.7548088908,0.06257328616109321,1.3477688648417838
VNL,2016,3,1.3385660418,252000000000,9000000,10.3687277036,0.3585663038,15.5151387389,932.6969934444444,20917.9070181111,5.8997564701,0.05248132490688098,0.046155719158027395,0.1285663608,0.0,0.0744588515,0.03485375482096667,20541497145.0,6338801265,0.0535714286,3.2659373304,1.7943689153,3.2659373304,1.7322872178083655,2.1531402932,62.3880911899,52.818039311607215,19.8364124354,72.65445174700722,0.7322872178,0.06780346942798837,1.3313626550698006
VNL,2016,2,1.2616659319,234900000000,9000000,8.520022547,0.3227149303,25.0927086923,949.1234654444445,20686.9341077778,4.8263129671,0.06048394445120096,0.0493671474927513,0.0,0.0,0.0,0.039056382559192276,0.0,6758015794,0.0574712644,0.0,0.0,0.0,1.7186006198886343,0.0,0.0,0.0,0.0,0.0,0.0,0.06496655100687895,1.3166619153215868
VNL,2016,1,1.3093014424,251100000000,9000000,7.9934998629,0.3378636592,-47.3590159505,500.1612148888889,21309.0729888889,3.1252108663,0.04311734417104946,0.029128149390226326,0.1679306976,0.0,0.0962243264,0.02086238689220985,22306692557.0,3224063764,0.0537634409,3.7204312832,1.8915318858,3.7204312832,1.671986124424812,2.2765666543,77.2783202354,52.09173831003684,17.6183566715,69.71009498153684,0.6719861244,0.05067465490230625,1.3562592073384743
VNL,2015,4,1.278966439,243000000000,9000000,6.6329048521,0.3251845449,-179.7127721317,318.446074,21110.7963245556,2.3090732027,0.028229599369763516,0.014822283614096205,0.0,0.0,0.0,0.005795271158697458,0.0,1120564993,0.0555555556,0.0,0.0,0.0,1.784257509126345,0.0,0.0,0.0,0.0,0.0,0.0,0.05518487951974824,1.343124512027061
VNL,2015,3,1.4782610878,279000000000,9000000,4.6858573979,0.3767972242,4.9337782768,1295.6414205555557,20970.5851395556,2.6257501375,0.05839693938211259,0.05634403897048111,0.0,0.0,0.0,0.04169254970615525,0.0,8628549849,0.0483870968,0.0,0.0,0.0,1.7540262761066037,0.0,0.0,0.0,0.0,0.0,0.0,0.0478715692632922,1.3347154610445877
VNL,2015,2,1.5185898804,270000000000,9000000,4.6139339803,0.3823314137,5.3507987894,1376.0872483333333,19755.1691781111,2.1244320768,0.05220061291685141,0.06575602058302013,0.0,0.0,0.0,0.03268127373029133,0.0,6155338367,0.05,0.0,0.0,0.0,1.7730818768368912,0.0,0.0,0.0,0.0,0.0,0.0,0.05193705971752335,1.2573578449101506
VNL,2015,1,1.3641546656,256500000000,9000000,4.6077650318,0.3787417303,4.0238482458,1072.995778888889,20892.0591768889,1.870664641,0.04564438470978626,0.060869756310059815,0.0,0.0,0.0,0.026957807847519367,0.0,4276845219,0.0526315789,0.0,0.0,0.0,1.6948500943125415,0.0,0.0,0.0,0.0,0.0,0.0,0.049086228918390706,1.3297175167446496
VNL,2014,4,1.2393071565,216000000000,9000000,4.3051193366,0.3231738731,3.3643290141,2870.927154,19365.6591698889,1.1538293785,0.025108488036066214,0.1385429708431586,0.3049323384,0.0,0.1904587508,0.0035884417560921224,65069890072.0,669246468,0.0,1.8360651582,1.0621606326,1.8360651582,1.744607316251328,2.5371718427,63.3369003172,40.40986695061093,17.8175886739,58.22745562451094,0.7673024522,0.052454521623475366,1.2486008244058355
VNL,2014,3,1.4343469825,239400000000,9000000,7.6685325897,0.3659881043,-112.8317937666,1182.0334387777777,18545.0245466667,5.4649029326,0.051281396583172566,0.061600271865464344,0.1914122023,12.2769230769,0.1319577584,0.0346252873050128,38164240811.0,5979750018,0.0563909774,1.9093543112,0.3446250853,1.9093543112,1.5373736115180596,2.7649050855,60.5545857474,45.95786596280818,23.847377064,69.80524302680817,0.5373736115,0.059403747715910574,1.1803357332742501
VNL,2014,2,1.4023637333,225000000000,9000000,7.9950826227,0.3515715575,39.1932764095,1059.254854,17827.0440153333,5.6031290325,0.05359465632818018,0.059809836098048075,0.180813305,11.5384615384,0.1263853742,0.03094242556401379,35244840657.0,4932018703,0.06,1.9117635735,0.3508242219,1.9117635735,1.489728205992458,2.8741275786,56.5104791042,42.58597265335661,21.9058838477,64.49185650105662,0.4897282059,0.06440277614238742,1.1346384048724771
VNL,2014,1,1.0601810268,180000000000,9000000,6.6000264581,0.2891548677,-14.3080279687,714.4748113333334,18864.702814,4.5245795603,0.04759706562565118,0.04293216726212173,0.176708061,9.2307692307,0.1272396609,0.029478804068405123,32896261067.0,4415262002,0.075,2.2701722881,0.5029523167,2.2701722881,1.3656710368219498,2.9042745689,52.4620767428,40.17179706037478,20.1469784199,60.31877548027478,0.3656710368,0.06547687484933747,1.2006823055386988
VNL,2013,4,1.139651187,176400000000,9000000,6.6517917607,0.3025965425,-170.3865373725,512.9578915555555,17198.2447111111,3.9220921021,0.031588341034826,0.026801899738479434,0.1838752236,0.0,0.1321272544,0.008971047867850001,34130447439.0,1545260918,0.0765306122,2.163256262,0.6665488351,2.163256262,1.4095718363500598,2.9044713301,45.5341867845,34.87506460011408,18.5180549857,53.39311958581408,0.4138271693,0.0762890111070497,1.0979217184104055
VNL,2013,3,1.0569374582,144900000000,9000000,6.6981250363,0.2671360144,18.792415837,840.234475,15232.6893846667,3.886386742,0.05184649867938813,0.04769157299414354,0.155770916,7.728,0.1133001733,0.03813018210281371,27075325516.0,6046029178,0.0931677018,2.1833781706,0.6243951191,2.1833781706,1.4658544727374123,2.840870143,42.3248506831,38.457545906511804,18.4893028697,56.94684877621181,0.4658544727,0.08757749802128174,0.9695154379195002
VNL,2013,2,0.811748035,126000000000,9000000,5.2105681684,0.2615632577,221.1199323398,962.6237045555556,17246.7309991111,3.0403823567,0.048194998277541194,0.06104847038281319,0.1759519147,6.72,0.1323941029,0.02228645843384576,29894870436.0,3162753422,0.1071428571,2.5039417497,0.7000383369,2.5039417497,1.3251922078747145,2.6374059731,35.8321396475,36.906252300577464,16.2952021079,53.20145440847746,0.3251922078,0.08050465786269254,1.0977032049320508
VNL,2013,1,0.9806115721,127800000000,9000000,6.2650982786,0.283708694,-9.9254272478,429.2861902222222,14480.7591547778,3.1836457754,0.059529865669254785,0.03513336557550696,0.1563054834,6.816,0.117472786,0.0374231864504175,27655127471.0,4115384674,0.1056338028,2.6619321316,0.9207951977,2.6619321316,1.3389452842358243,2.5941346359,31.8598186638,36.834297897880994,15.901534364,52.735832261880994,0.3389452842,0.09974221355891863,0.9216573120359999
